State,Year,Quarter,District,Registered_users,App_opens,Region
karnataka,2018,1,Raichur ,58544,0,Southern Region
karnataka,2018,1,Chamarajanagara ,17398,0,Southern Region
karnataka,2018,1,Dakshina Kannada ,87491,0,Southern Region
karnataka,2018,1,Hassan ,51642,0,Southern Region
karnataka,2018,1,Dharwad ,106877,0,Southern Region
karnataka,2018,1,Shivamogga ,60797,0,Southern Region
karnataka,2018,1,Udupi ,49362,0,Southern Region
karnataka,2018,1,Gadag ,28575,0,Southern Region
karnataka,2018,2,Mysuru ,205044,0,Southern Region
karnataka,2018,2,Chitradurga ,59180,0,Southern Region
karnataka,2018,2,Kalaburagi ,113205,0,Southern Region
karnataka,2018,2,Ramanagara ,66427,0,Southern Region
karnataka,2018,2,Mandya ,71274,0,Southern Region
karnataka,2018,2,Kodagu ,20698,0,Southern Region
karnataka,2018,2,Chikkamagaluru ,45442,0,Southern Region
karnataka,2018,2,Haveri ,47272,0,Southern Region
karnataka,2018,2,Ballari ,140995,0,Southern Region
karnataka,2018,2,Belagavi ,194698,0,Southern Region
karnataka,2018,2,Kolar ,84688,0,Southern Region
karnataka,2018,2,Uttara Kannada ,65063,0,Southern Region
karnataka,2018,2,Tumakuru ,116855,0,Southern Region
karnataka,2018,2,Yadgir ,30466,0,Southern Region
karnataka,2018,2,Bengaluru Urban ,2553312,0,Southern Region
karnataka,2018,2,Chikkaballapura ,59818,0,Southern Region
karnataka,2018,2,Davanagere ,94405,0,Southern Region
karnataka,2018,2,Bagalkote ,86717,0,Southern Region
karnataka,2018,2,Vijayapura ,95448,0,Southern Region
karnataka,2018,2,Koppal ,48604,0,Southern Region
karnataka,2018,2,Bidar ,79155,0,Southern Region
karnataka,2018,2,Bengaluru Rural ,121048,0,Southern Region
karnataka,2018,2,Raichur ,81353,0,Southern Region
karnataka,2018,2,Chamarajanagara ,24920,0,Southern Region
karnataka,2018,2,Dakshina Kannada ,118271,0,Southern Region
karnataka,2018,2,Hassan ,73330,0,Southern Region
karnataka,2018,2,Dharwad ,144884,0,Southern Region
karnataka,2018,2,Shivamogga ,83122,0,Southern Region
karnataka,2018,2,Udupi ,65245,0,Southern Region
karnataka,2018,2,Gadag ,39726,0,Southern Region
karnataka,2018,3,Mysuru ,262075,0,Southern Region
karnataka,2018,3,Chitradurga ,77743,0,Southern Region
karnataka,2018,3,Kalaburagi ,145495,0,Southern Region
karnataka,2018,3,Ramanagara ,86752,0,Southern Region
karnataka,2018,3,Mandya ,94630,0,Southern Region
karnataka,2018,3,Kodagu ,27661,0,Southern Region
karnataka,2018,3,Chikkamagaluru ,59911,0,Southern Region
karnataka,2018,3,Haveri ,62080,0,Southern Region
karnataka,2018,3,Ballari ,177311,0,Southern Region
karnataka,2018,3,Belagavi ,252307,0,Southern Region
karnataka,2018,3,Kolar ,110883,0,Southern Region
karnataka,2018,3,Uttara Kannada ,83866,0,Southern Region
karnataka,2018,3,Tumakuru ,154217,0,Southern Region
karnataka,2018,3,Yadgir ,40716,0,Southern Region
karnataka,2018,3,Bengaluru Urban ,3167597,0,Southern Region
karnataka,2018,3,Chikkaballapura ,78717,0,Southern Region
karnataka,2018,3,Davanagere ,120506,0,Southern Region
karnataka,2018,3,Bagalkote ,110608,0,Southern Region
karnataka,2018,3,Vijayapura ,124561,0,Southern Region
karnataka,2018,3,Koppal ,62937,0,Southern Region
karnataka,2018,3,Bidar ,102087,0,Southern Region
karnataka,2018,3,Bengaluru Rural ,156268,0,Southern Region
karnataka,2018,3,Raichur ,104416,0,Southern Region
karnataka,2018,3,Chamarajanagara ,33703,0,Southern Region
karnataka,2018,3,Dakshina Kannada ,153231,0,Southern Region
karnataka,2018,3,Hassan ,99071,0,Southern Region
karnataka,2018,3,Dharwad ,181324,0,Southern Region
karnataka,2018,3,Shivamogga ,107293,0,Southern Region
karnataka,2018,3,Udupi ,83838,0,Southern Region
karnataka,2018,3,Gadag ,50845,0,Southern Region
karnataka,2018,4,Mysuru ,341636,0,Southern Region
karnataka,2018,4,Chitradurga ,101817,0,Southern Region
karnataka,2018,4,Kalaburagi ,186668,0,Southern Region
karnataka,2018,4,Ramanagara ,115881,0,Southern Region
karnataka,2018,4,Mandya ,127238,0,Southern Region
karnataka,2018,4,Kodagu ,37481,0,Southern Region
karnataka,2018,4,Chikkamagaluru ,77854,0,Southern Region
karnataka,2018,4,Haveri ,80957,0,Southern Region
karnataka,2018,4,Ballari ,226336,0,Southern Region
karnataka,2018,4,Belagavi ,328102,0,Southern Region
karnataka,2018,4,Kolar ,157183,0,Southern Region
karnataka,2018,4,Uttara Kannada ,106612,0,Southern Region
karnataka,2018,4,Tumakuru ,203805,0,Southern Region
karnataka,2018,4,Yadgir ,53372,0,Southern Region
karnataka,2018,4,Bengaluru Urban ,4126734,0,Southern Region
karnataka,2018,4,Chikkaballapura ,107403,0,Southern Region
karnataka,2018,4,Davanagere ,155006,0,Southern Region
karnataka,2018,4,Bagalkote ,140282,0,Southern Region
karnataka,2018,4,Vijayapura ,160346,0,Southern Region
karnataka,2018,4,Koppal ,81642,0,Southern Region
karnataka,2018,4,Bidar ,131005,0,Southern Region
karnataka,2018,4,Bengaluru Rural ,209778,0,Southern Region
karnataka,2018,4,Raichur ,132914,0,Southern Region
karnataka,2018,4,Chamarajanagara ,45547,0,Southern Region
karnataka,2018,4,Dakshina Kannada ,202453,0,Southern Region
karnataka,2018,4,Hassan ,132797,0,Southern Region
karnataka,2018,4,Dharwad ,230679,0,Southern Region
karnataka,2018,4,Shivamogga ,138815,0,Southern Region
karnataka,2018,4,Udupi ,109312,0,Southern Region
karnataka,2018,4,Gadag ,66147,0,Southern Region
jammu-&-kashmir,2022,1,Muzaffarabad ,540,480972,Northern Region
jammu-&-kashmir,2022,1,Doda ,35680,3731468,Northern Region
jammu-&-kashmir,2022,1,Samba ,70288,2419072,Northern Region
jammu-&-kashmir,2022,1,Mirpur ,7177,1274287,Northern Region
jammu-&-kashmir,2022,1,Srinagar ,138727,1353992,Northern Region
jammu-&-kashmir,2022,1,Baramulla ,119475,3187493,Northern Region
jammu-&-kashmir,2022,1,Jammu ,401675,7369217,Northern Region
jammu-&-kashmir,2022,1,Ganderbal ,29427,1086867,Northern Region
jammu-&-kashmir,2022,1,Udhampur ,78353,4561115,Northern Region
jammu-&-kashmir,2022,1,Bandipore ,32427,1906499,Northern Region
jammu-&-kashmir,2022,1,Reasi ,37052,4089782,Northern Region
jammu-&-kashmir,2022,1,Shopian ,22173,601448,Northern Region
jammu-&-kashmir,2022,1,Poonch ,38315,3572503,Northern Region
jammu-&-kashmir,2022,1,Kathua ,83944,6051993,Northern Region
jammu-&-kashmir,2022,1,Kishtwar ,16418,3226678,Northern Region
jammu-&-kashmir,2022,1,Pulwama ,61306,1541606,Northern Region
jammu-&-kashmir,2022,1,Ramban ,22686,1936558,Northern Region
jammu-&-kashmir,2022,1,Rajouri ,63232,5359687,Northern Region
jammu-&-kashmir,2022,1,Kulgam ,42103,973922,Northern Region
jammu-&-kashmir,2022,1,Budgam ,88994,1081801,Northern Region
jammu-&-kashmir,2022,1,Anantnag ,80434,2235395,Northern Region
jammu-&-kashmir,2022,1,Kupwara ,78894,4073502,Northern Region
jammu-&-kashmir,2022,2,Muzaffarabad ,569,721831,Northern Region
jammu-&-kashmir,2022,2,Doda ,37779,5377569,Northern Region
jammu-&-kashmir,2022,2,Samba ,74186,3213482,Northern Region
jammu-&-kashmir,2022,2,Mirpur ,7601,1968657,Northern Region
jammu-&-kashmir,2022,2,Srinagar ,146169,1914232,Northern Region
jammu-&-kashmir,2022,2,Baramulla ,126067,4922259,Northern Region
jammu-&-kashmir,2022,2,Jammu ,423398,8926803,Northern Region
jammu-&-kashmir,2022,2,Ganderbal ,31111,3377275,Northern Region
jammu-&-kashmir,2022,2,Udhampur ,82705,6195826,Northern Region
jammu-&-kashmir,2022,2,Bandipore ,34244,2602119,Northern Region
jammu-&-kashmir,2022,2,Reasi ,39173,5696031,Northern Region
jammu-&-kashmir,2022,2,Shopian ,23465,810291,Northern Region
jammu-&-kashmir,2022,2,Poonch ,40606,4672381,Northern Region
jammu-&-kashmir,2022,2,Kathua ,88764,7935788,Northern Region
jammu-&-kashmir,2022,2,Kishtwar ,17326,4072235,Northern Region
jammu-&-kashmir,2022,2,Pulwama ,64808,2295579,Northern Region
jammu-&-kashmir,2022,2,Ramban ,24052,3050908,Northern Region
jammu-&-kashmir,2022,2,Rajouri ,66893,7456466,Northern Region
jammu-&-kashmir,2022,2,Kulgam ,44393,1545241,Northern Region
jammu-&-kashmir,2022,2,Budgam ,93893,1869838,Northern Region
jammu-&-kashmir,2022,2,Anantnag ,84898,4586304,Northern Region
jammu-&-kashmir,2022,2,Kupwara ,83470,6775195,Northern Region
jammu-&-kashmir,2022,3,Muzaffarabad ,592,952229,Northern Region
jammu-&-kashmir,2022,3,Doda ,39659,6978827,Northern Region
jammu-&-kashmir,2022,3,Samba ,78092,4267809,Northern Region
jammu-&-kashmir,2022,3,Mirpur ,7926,1829119,Northern Region
jammu-&-kashmir,2022,3,Srinagar ,153729,1647570,Northern Region
jammu-&-kashmir,2022,3,Baramulla ,132526,5517125,Northern Region
jammu-&-kashmir,2022,3,Jammu ,445345,11603149,Northern Region
jammu-&-kashmir,2022,3,Ganderbal ,32688,5505482,Northern Region
jammu-&-kashmir,2022,3,Udhampur ,86915,6912898,Northern Region
jammu-&-kashmir,2022,3,Bandipore ,36029,2922097,Northern Region
jammu-&-kashmir,2022,3,Reasi ,41108,6290088,Northern Region
jammu-&-kashmir,2022,3,Shopian ,24676,1040961,Northern Region
jammu-&-kashmir,2022,3,Poonch ,42653,5618116,Northern Region
jammu-&-kashmir,2022,3,Kathua ,93084,8200860,Northern Region
jammu-&-kashmir,2022,3,Kishtwar ,18168,4965859,Northern Region
jammu-&-kashmir,2022,3,Pulwama ,68004,2763346,Northern Region
jammu-&-kashmir,2022,3,Ramban ,25296,3925846,Northern Region
jammu-&-kashmir,2022,3,Rajouri ,70231,8425068,Northern Region
jammu-&-kashmir,2022,3,Kulgam ,46715,1705069,Northern Region
jammu-&-kashmir,2022,3,Budgam ,98698,2099049,Northern Region
jammu-&-kashmir,2022,3,Anantnag ,89184,8191712,Northern Region
jammu-&-kashmir,2022,3,Kupwara ,87867,7983956,Northern Region
jammu-&-kashmir,2022,4,Muzaffarabad ,598,50129,Northern Region
jammu-&-kashmir,2022,4,Doda ,41227,1620662,Northern Region
jammu-&-kashmir,2022,4,Samba ,81447,3159821,Northern Region
jammu-&-kashmir,2022,4,Mirpur ,8110,282243,Northern Region
jammu-&-kashmir,2022,4,Srinagar ,160924,4284704,Northern Region
jammu-&-kashmir,2022,4,Baramulla ,138215,4050435,Northern Region
jammu-&-kashmir,2022,4,Jammu ,465635,14015838,Northern Region
jammu-&-kashmir,2022,4,Ganderbal ,34020,1093714,Northern Region
jammu-&-kashmir,2022,4,Udhampur ,90677,3588426,Northern Region
jammu-&-kashmir,2022,4,Bandipore ,37554,1187600,Northern Region
jammu-&-kashmir,2022,4,Reasi ,42686,1985389,Northern Region
jammu-&-kashmir,2022,4,Shopian ,25639,1040648,Northern Region
jammu-&-kashmir,2022,4,Poonch ,44253,1667445,Northern Region
jammu-&-kashmir,2022,4,Kathua ,96688,3532478,Northern Region
jammu-&-kashmir,2022,4,Kishtwar ,18904,928136,Northern Region
jammu-&-kashmir,2022,4,Pulwama ,70875,2201068,Northern Region
jammu-&-kashmir,2022,4,Ramban ,26335,1386458,Northern Region
jammu-&-kashmir,2022,4,Rajouri ,72921,2562701,Northern Region
jammu-&-kashmir,2022,4,Kulgam ,48872,1582267,Northern Region
jammu-&-kashmir,2022,4,Budgam ,103056,3084965,Northern Region
jammu-&-kashmir,2022,4,Anantnag ,93107,3151558,Northern Region
jammu-&-kashmir,2022,4,Kupwara ,91691,3749180,Northern Region
jammu-&-kashmir,2019,1,Muzaffarabad ,170,0,Northern Region
jammu-&-kashmir,2019,1,Doda ,9896,0,Northern Region
jammu-&-kashmir,2019,1,Samba ,21495,0,Northern Region
jammu-&-kashmir,2019,1,Mirpur ,1891,0,Northern Region
jammu-&-kashmir,2019,1,Srinagar ,52762,0,Northern Region
jammu-&-kashmir,2019,1,Baramulla ,45150,0,Northern Region
jammu-&-kashmir,2019,1,Jammu ,134408,0,Northern Region
jammu-&-kashmir,2019,1,Ganderbal ,11236,0,Northern Region
jammu-&-kashmir,2019,1,Udhampur ,25515,0,Northern Region
jammu-&-kashmir,2019,1,Bandipore ,12419,0,Northern Region
jammu-&-kashmir,2019,1,Reasi ,11440,0,Northern Region
jammu-&-kashmir,2019,1,Shopian ,7625,0,Northern Region
jammu-&-kashmir,2019,1,Poonch ,10838,0,Northern Region
jammu-&-kashmir,2019,1,Kathua ,25620,0,Northern Region
jammu-&-kashmir,2019,1,Kishtwar ,4732,0,Northern Region
jammu-&-kashmir,2019,1,Pulwama ,23230,0,Northern Region
jammu-&-kashmir,2019,1,Ramban ,7125,0,Northern Region
jammu-&-kashmir,2019,1,Rajouri ,19212,0,Northern Region
jammu-&-kashmir,2019,1,Kulgam ,16003,0,Northern Region
jammu-&-kashmir,2019,1,Budgam ,34255,0,Northern Region
jammu-&-kashmir,2019,1,Anantnag ,30103,0,Northern Region
jammu-&-kashmir,2019,1,Kupwara ,25544,0,Northern Region
jammu-&-kashmir,2019,2,Muzaffarabad ,216,1171,Northern Region
jammu-&-kashmir,2019,2,Doda ,12220,53698,Northern Region
jammu-&-kashmir,2019,2,Samba ,25990,105880,Northern Region
jammu-&-kashmir,2019,2,Mirpur ,2250,13135,Northern Region
jammu-&-kashmir,2019,2,Srinagar ,62190,312300,Northern Region
jammu-&-kashmir,2019,2,Baramulla ,53196,212011,Northern Region
jammu-&-kashmir,2019,2,Jammu ,160241,581746,Northern Region
jammu-&-kashmir,2019,2,Ganderbal ,13224,73122,Northern Region
jammu-&-kashmir,2019,2,Udhampur ,29856,131187,Northern Region
jammu-&-kashmir,2019,2,Bandipore ,14951,65247,Northern Region
jammu-&-kashmir,2019,2,Reasi ,13784,72385,Northern Region
jammu-&-kashmir,2019,2,Shopian ,8946,37320,Northern Region
jammu-&-kashmir,2019,2,Poonch ,13450,69010,Northern Region
jammu-&-kashmir,2019,2,Kathua ,30602,122544,Northern Region
jammu-&-kashmir,2019,2,Kishtwar ,6001,27103,Northern Region
jammu-&-kashmir,2019,2,Pulwama ,27167,136747,Northern Region
jammu-&-kashmir,2019,2,Ramban ,8694,48805,Northern Region
jammu-&-kashmir,2019,2,Rajouri ,23118,103450,Northern Region
jammu-&-kashmir,2019,2,Kulgam ,18853,71690,Northern Region
jammu-&-kashmir,2019,2,Budgam ,39965,174075,Northern Region
jammu-&-kashmir,2019,2,Anantnag ,35488,140564,Northern Region
jammu-&-kashmir,2019,2,Kupwara ,30791,152183,Northern Region
jammu-&-kashmir,2019,3,Muzaffarabad ,207,1501,Northern Region
jammu-&-kashmir,2019,3,Doda ,12682,68944,Northern Region
jammu-&-kashmir,2019,3,Samba ,27579,160172,Northern Region
jammu-&-kashmir,2019,3,Mirpur ,2372,18542,Northern Region
jammu-&-kashmir,2019,3,Srinagar ,64758,386951,Northern Region
jammu-&-kashmir,2019,3,Baramulla ,54404,249467,Northern Region
jammu-&-kashmir,2019,3,Jammu ,169849,975045,Northern Region
jammu-&-kashmir,2019,3,Ganderbal ,13453,109345,Northern Region
jammu-&-kashmir,2019,3,Udhampur ,31297,204871,Northern Region
jammu-&-kashmir,2019,3,Bandipore ,15313,80343,Northern Region
jammu-&-kashmir,2019,3,Reasi ,14489,118236,Northern Region
jammu-&-kashmir,2019,3,Shopian ,9142,38069,Northern Region
jammu-&-kashmir,2019,3,Poonch ,14139,94475,Northern Region
jammu-&-kashmir,2019,3,Kathua ,32213,208424,Northern Region
jammu-&-kashmir,2019,3,Kishtwar ,6229,38662,Northern Region
jammu-&-kashmir,2019,3,Pulwama ,27963,176462,Northern Region
jammu-&-kashmir,2019,3,Ramban ,9065,75108,Northern Region
jammu-&-kashmir,2019,3,Rajouri ,24275,147846,Northern Region
jammu-&-kashmir,2019,3,Kulgam ,19220,80917,Northern Region
jammu-&-kashmir,2019,3,Budgam ,41004,208701,Northern Region
jammu-&-kashmir,2019,3,Anantnag ,36371,207023,Northern Region
jammu-&-kashmir,2019,3,Kupwara ,32431,194815,Northern Region
jammu-&-kashmir,2019,4,Muzaffarabad ,223,31,Northern Region
jammu-&-kashmir,2019,4,Doda ,13016,14365,Northern Region
jammu-&-kashmir,2019,4,Samba ,28333,59968,Northern Region
jammu-&-kashmir,2019,4,Mirpur ,2521,3319,Northern Region
jammu-&-kashmir,2019,4,Srinagar ,65611,28258,Northern Region
jammu-&-kashmir,2019,4,Baramulla ,55042,6479,Northern Region
jammu-&-kashmir,2019,4,Jammu ,174858,486244,Northern Region
jammu-&-kashmir,2019,4,Ganderbal ,13506,4644,Northern Region
jammu-&-kashmir,2019,4,Udhampur ,32252,79671,Northern Region
jammu-&-kashmir,2019,4,Bandipore ,15366,2312,Northern Region
jammu-&-kashmir,2019,4,Reasi ,15021,61611,Northern Region
jammu-&-kashmir,2019,4,Shopian ,9308,1093,Northern Region
jammu-&-kashmir,2019,4,Poonch ,14810,19155,Northern Region
jammu-&-kashmir,2019,4,Kathua ,33481,128868,Northern Region
jammu-&-kashmir,2019,4,Kishtwar ,6397,9507,Northern Region
jammu-&-kashmir,2019,4,Pulwama ,28336,9905,Northern Region
jammu-&-kashmir,2019,4,Ramban ,9304,14758,Northern Region
jammu-&-kashmir,2019,4,Rajouri ,25297,42098,Northern Region
jammu-&-kashmir,2019,4,Kulgam ,19304,1847,Northern Region
jammu-&-kashmir,2019,4,Budgam ,41377,14190,Northern Region
jammu-&-kashmir,2019,4,Anantnag ,36725,4724,Northern Region
jammu-&-kashmir,2019,4,Kupwara ,33279,5525,Northern Region
jammu-&-kashmir,2021,1,Muzaffarabad ,377,9533,Northern Region
jammu-&-kashmir,2021,1,Doda ,26460,385972,Northern Region
jammu-&-kashmir,2021,1,Samba ,53123,846106,Northern Region
jammu-&-kashmir,2021,1,Mirpur ,5198,91729,Northern Region
jammu-&-kashmir,2021,1,Srinagar ,107147,1800718,Northern Region
jammu-&-kashmir,2021,1,Baramulla ,90607,1419562,Northern Region
jammu-&-kashmir,2021,1,Jammu ,307670,4748576,Northern Region
jammu-&-kashmir,2021,1,Ganderbal ,22249,307343,Northern Region
jammu-&-kashmir,2021,1,Udhampur ,58664,1005055,Northern Region
jammu-&-kashmir,2021,1,Bandipore ,24662,380806,Northern Region
jammu-&-kashmir,2021,1,Reasi ,27524,560191,Northern Region
jammu-&-kashmir,2021,1,Shopian ,16657,257342,Northern Region
jammu-&-kashmir,2021,1,Poonch ,28300,438878,Northern Region
jammu-&-kashmir,2021,1,Kathua ,62777,999489,Northern Region
jammu-&-kashmir,2021,1,Kishtwar ,12235,192499,Northern Region
jammu-&-kashmir,2021,1,Pulwama ,46731,822230,Northern Region
jammu-&-kashmir,2021,1,Ramban ,16907,314751,Northern Region
jammu-&-kashmir,2021,1,Rajouri ,47092,761083,Northern Region
jammu-&-kashmir,2021,1,Kulgam ,31882,413955,Northern Region
jammu-&-kashmir,2021,1,Budgam ,67920,1094310,Northern Region
jammu-&-kashmir,2021,1,Anantnag ,61151,943863,Northern Region
jammu-&-kashmir,2021,1,Kupwara ,59485,1040018,Northern Region
jammu-&-kashmir,2021,2,Muzaffarabad ,416,140975,Northern Region
jammu-&-kashmir,2021,2,Doda ,28542,1668531,Northern Region
jammu-&-kashmir,2021,2,Samba ,57066,1261847,Northern Region
jammu-&-kashmir,2021,2,Mirpur ,5662,519745,Northern Region
jammu-&-kashmir,2021,2,Srinagar ,114498,1723018,Northern Region
jammu-&-kashmir,2021,2,Baramulla ,97258,2275167,Northern Region
jammu-&-kashmir,2021,2,Jammu ,329625,5307827,Northern Region
jammu-&-kashmir,2021,2,Ganderbal ,23884,732103,Northern Region
jammu-&-kashmir,2021,2,Udhampur ,63296,2284672,Northern Region
jammu-&-kashmir,2021,2,Bandipore ,26435,753955,Northern Region
jammu-&-kashmir,2021,2,Reasi ,29716,1517492,Northern Region
jammu-&-kashmir,2021,2,Shopian ,17933,458734,Northern Region
jammu-&-kashmir,2021,2,Poonch ,30575,1527433,Northern Region
jammu-&-kashmir,2021,2,Kathua ,67569,2554198,Northern Region
jammu-&-kashmir,2021,2,Kishtwar ,13206,1464466,Northern Region
jammu-&-kashmir,2021,2,Pulwama ,50038,1135519,Northern Region
